book,index,sentence,flesch,syllables,words,sentence_clean
Book1,3193,up at the high table dumbledore had swapped his pointed wizard hat for flowered bonnet and was chuckling merrily at joke professor flitwick had just read him ,-65.23,54,18,high table dumbledore swapped pointed wizard hat flowered bonnet and was chuckling merrily at joke professor flitwick read
Book1,3194,flaming christmas puddings followed the turkey ,-68.96,16,5,flaming christmas puddings followed turkey
Book1,3195,percy nearly broke his teeth on silver sickle embedded in his slice ,-40.19,28,10,percy nearly broke his teeth silver sickle embedded in slice
Book1,3196,harry watched hagrid getting redder and redder in the face as he called for more wine finally kissing professor mcgonagall on the cheek who to harry amazement giggled and blushed her top hat lopsided ,-64.27,70,24,harry watched hagrid getting redder redder face he called wine finally kissing professor mcgonagall cheek harry amazement giggled and blushed her top hat lopsided
Book1,3197,when harry finally left the table he was laden down with stack of things out of the crackers including pack of non explodable luminous balloons grow your own warts kit and his own new wizard chess set ,-40.82,68,26,when harry finally left the table he laden down stack things out crackers including pack non explodable luminous balloons grow warts kit new wizard chess set
Book1,3198,the white mice had disappeared and harry had nasty feeling they were going to end up as mrs norris christmas dinner ,-47.14,37,13,white mice had disappeared harry nasty feeling going end mrs norris christmas dinner
Book1,3199,harry and the weasleys spent happy afternoon having furious snowball fight on the grounds ,-58.13,33,11,harry weasleys spent happy afternoon having furious snowball fight the grounds
Book1,3200,then cold wet and gasping for breath they returned to the fire in the gryffindor common room where harry broke in his new chess set by losing spectacularly to ron ,-46.43,50,18,cold wet gasping breath returned fire gryffindor common room where harry broke new chess set losing spectacularly ron
Book1,3201,he suspected he wouldn have lost so badly if percy hadn tried to help him so much ,-6.35,24,10,suspected have lost badly if percy tried to help much
Book1,3202,after meal of turkey sandwiches crumpets trifle and christmas cake everyone felt too full and sleepy to do much before bed except sit and watch percy chase fred and george all over gryffindor tower because they stolen his prefect badge ,-61.81,82,29,meal turkey sandwiches crumpets trifle and christmas cake everyone felt full sleepy much bed except sit and watch percy chase fred george gryffindor tower because they stolen prefect badge
Book1,3203,it had been harry best christmas day ever ,-10.75,15,6,been harry best christmas day ever
Book1,3204,yet something had been nagging at the back of his mind all day ,-2.21,19,8,yet something had nagging the back mind day
Book1,3205,not until he climbed into bed was he free to think about it the invisibility cloak and whoever had sent it ,-37.0,38,14,until he climbed bed was free think the invisibility cloak whoever had sent it
Book1,3206,ron full of turkey and cake and with nothing mysterious to bother him fell asleep almost as soon as he drawn the curtains of his four poster ,-54.27,49,17,ron full turkey cake and nothing mysterious bother fell asleep almost soon drawn curtains of four poster
Book1,3207,harry leaned over the side of his own bed and pulled the cloak out from under it ,-18.5,23,9,harry leaned side his own bed pulled cloak from
Book1,3208,his father this had been his father ,-29.87,11,4,his father been father
Book1,3209,he let the material flow over his hands smoother than silk light as air ,-33.93,22,8,let material flow hands smoother silk light air
Book1,3210,use it well the note had said ,-10.75,15,6,use well the note had said
Book1,3211,he had to try it now ,62.79,5,3,had try it
Book1,3212,he slipped out of bed and wrapped the cloak around himself ,-38.95,17,6,slipped bed wrapped the cloak around
Book1,3213,looking down at his legs he saw only moonlight and shadows ,-38.95,17,6,looking his legs saw moonlight shadows
Book1,3214,it was very funny feeling ,-21.81,8,3,it funny feeling
Book1,3215,use it well ,-6.69,5,2,use well
Book1,3216,suddenly harry felt wide awake ,-35.12,14,5,suddenly harry felt wide awake
Book1,3217,the whole of hogwarts was open to him in this cloak ,-35.12,14,5,whole hogwarts open in cloak
Book1,3218,excitement flooded through him as he stood there in the dark and silence ,-102.8,18,5,excitement flooded stood dark silence
Book1,3219,he could go anywhere in this anywhere and filch would never know ,-44.51,23,8,could go anywhere anywhere filch would never know
Book1,3220,ron grunted in his sleep ,-8.72,10,4,ron grunted in sleep
Book1,3221,should harry wake him ,-6.69,5,2,harry wake
Book1,3222,something held him back his father cloak he felt that this time the first time he wanted to use it alone ,-33.99,40,15,something held him back father cloak he felt time first time wanted to use alone
Book1,3223,he crept out of the dormitory down the stairs across the common room and climbed through the portrait hole ,-45.04,34,12,crept the dormitory the stairs across common room climbed the portrait hole
Book1,3224, who there squawked the fat lady ,-21.81,8,3,squawked fat lady
Book1,3225,harry said nothing ,-21.81,8,3,harry said nothing
Book1,3226,he walked quickly down the corridor ,-35.12,14,5,he walked quickly down corridor
Book1,3227,where should he go ,-21.81,8,3,where should go
Book1,3228,he stopped his heart racing and thought ,-35.12,14,5,he stopped heart racing thought
Book1,3229,and then it came to him ,-6.69,5,2,and came
Book1,3230,the restricted section in the library ,-106.41,11,3,restricted section library
Book1,3231,he be able to read as long as he liked as long as it took to find out who flamel was ,-8.1,31,13,be able to read long as liked long it took find who flamel
Book1,3232,he set off drawing the invisibility cloak tight around him as he walked ,-65.66,25,8,set drawing invisibility cloak tight around as walked
Book1,3233,the library was pitch black and very eerie ,-51.02,12,4,library pitch black eerie
Book1,3234,harry lit lamp to see his way along the rows of books ,0.3,21,9,harry lit lamp to see way along rows books
Book1,3235,the lamp looked as if it was floating along in midair and even though harry could feel his arm supporting it the sight gave him the creeps ,-51.13,51,18,lamp looked as if it floating along midair even though harry could feel arm supporting sight gave creeps
Book1,3236,the restricted section was right at the back of the library ,-38.95,17,6,restricted section was right back library
Book1,3237,stepping carefully over the rope that separated these books from the rest of the library he held up his lamp to read the titles ,-39.63,41,15,stepping carefully rope that separated books from rest the library held lamp to read titles
Book1,3238,they didn tell him much ,35.61,4,2,tell much
Book1,3239,their peeling faded gold letters spelled words in languages harry couldn understand ,-65.5,28,9,peeling faded gold letters spelled words languages harry understand
Book1,3240,some had no title at all ,-8.72,10,4,some had title at
Book1,3241,one book had dark stain on it that looked horribly like blood ,-55.08,24,8,one book dark stain looked horribly like blood
Book1,3242,the hairs on the back of harry neck prickled ,3.34,14,6,hairs the back harry neck prickled
Book1,3243,maybe he was imagining it maybe not but he thought faint whispering was coming from the books as though they knew someone was there who shouldn be ,-67.83,46,15,maybe imagining maybe but thought faint whispering was coming books though knew someone was shouldn
Book1,3244,he had to start somewhere ,-91.29,7,2,start somewhere
Book1,3245,setting the lamp down carefully on the floor he looked along the bottom shelf for an interesting looking book ,-66.67,40,13,setting lamp carefully floor he looked along the bottom shelf interesting looking book
Book1,3246,a large black and silver volume caught his eye ,-41.98,20,7,large black and silver volume caught eye
Book1,3247,he pulled it out with difficulty because it was very heavy and balancing it on his knee let it fall open ,-43.05,39,14,pulled with difficulty because it very heavy balancing it on knee let fall open
Book1,3248,a piercing bloodcurdling shriek split the silence the book was screaming ,-102.41,25,7,piercing bloodcurdling shriek split silence book screaming
Book1,3249,harry snapped it shut but the shriek went on and on one high unbroken earsplitting note ,-37.99,33,12,harry snapped shut but shriek went and one high unbroken earsplitting note
Book1,3250,he stumbled backward and knocked over his lamp which went out at once ,-5.73,17,7,stumbled backward and knocked lamp which went
Book1,3251,panicking he heard footsteps coming down the corridor outside stuffing the shrieking book back on the shelf he ran for it ,-73.18,41,13,panicking he heard footsteps coming corridor outside stuffing shrieking book back shelf ran
Book1,3252,he passed filch in the doorway filch pale wild eyes looked straight through him and harry slipped under filch outstretched arm and streaked off up the corridor the book shrieks still ringing in his ears ,-57.09,73,26,he passed filch in doorway filch pale wild eyes looked straight through him harry slipped filch outstretched arm and streaked corridor book shrieks still ringing ears
Book1,3253,he came to sudden halt in front of tall suit of armor ,-17.81,18,7,came sudden halt front tall suit armor
Book1,3254,he had been so busy getting away from the library he hadn paid attention to where he was going ,-66.16,22,7,busy getting away library paid attention going
Book1,3255,perhaps because it was dark he didn recognize where he was at all ,-35.12,14,5,perhaps dark didn recognize all
Book1,3256,there was suit of armor near the kitchens he knew but he must be five floors above there ,-48.65,29,10,suit armor near kitchens knew must five floors above there
Book1,3257, you asked me to come directly to you professor if anyone was wandering around at night and somebody been in the library restricted section harry felt the blood drain out of his face ,-69.29,66,22,you asked come directly to professor anyone wandering around at night somebody the library restricted section harry felt blood drain of face
Book1,3258,wherever he was filch must know shortcut because his soft greasy voice was getting nearer and to his horror it was snape who replied the restricted section ,-64.22,51,17,wherever filch must know shortcut soft greasy voice getting nearer his horror was snape replied restricted section
Book1,3259,well they can be far we ll catch them harry stood rooted to the spot as filch and snape came around the corner ahead ,-33.99,40,15,well far catch harry stood rooted spot as filch snape came around the corner ahead
Book1,3260,they couldn see him of course but it was narrow corridor and if they came much nearer they knock right into him the cloak didn stop him from being solid ,-34.36,45,17,they see course but it narrow corridor came much nearer knock right him the cloak stop solid
Book1,3261,he backed away as quietly as he could ,-38.95,17,6,he backed away quietly he could
Book1,3262,a door stood ajar to his left ,-29.87,11,4,door stood ajar left
Book1,3263,it was his only hope ,-6.69,5,2,only hope
Book1,3264,he squeezed through it holding his breath trying not to move it and to his relief he managed to get inside the room without their noticing anything ,-66.25,57,19,squeezed through it holding breath trying to move relief he managed to get inside the room without noticing anything
Book1,3265,they walked straight past and harry leaned against the wall breathing deeply listening to their footsteps dying away ,-61.17,42,14,walked straight past harry leaned against the wall breathing deeply listening footsteps dying away
Book1,3266,that had been close very close ,-48.99,6,2,close close
Book1,3267,it was few seconds before he noticed anything about the room he had hidden in ,-46.7,26,9,few seconds before he noticed anything the room hidden
Book1,3268,it looked like an unused classroom ,-114.47,15,4,looked like unused classroom
Book1,3269,the dark shapes of desks and chairs were piled against the walls and there was an upturned wastepaper basket but propped against the wall facing him was something that didn look as if it belonged there something that looked as if someone had just put it there to keep it out of the way ,-66.13,86,30,the dark shapes desks and chairs piled against walls and was upturned wastepaper basket but propped wall facing something look if belonged something looked someone just put to keep way
Book1,3270,it was magnificent mirror as high as the ceiling with an ornate gold frame standing on two clawed feet ,-49.09,40,14,it magnificent mirror high the ceiling with ornate gold frame standing two clawed feet
Book1,3271,there was an inscription carved around the top erised stra ehru oyt ube cafru oyt on wohsi ,-59.14,36,12,inscription carved around top erised stra ehru oyt ube cafru oyt wohsi
Book1,3272,his panic fading now that there was no sound of filch and snape harry moved nearer to the mirror wanting to look at himself but see no reflection again ,-52.63,46,16,panic fading now that no sound filch snape harry moved nearer mirror wanting look see reflection
Book1,3273,he stepped in front of it ,-6.69,5,2,stepped front
Book1,3274,he had to clap his hands to his mouth to stop himself from screaming ,-10.75,15,6,clap hands mouth stop from screaming
Book1,3275,he whirled around ,-91.29,7,2,whirled around
Book1,3276,his heart was pounding far more furiously than when the book had screamed for he had seen not only himself in the mirror but whole crowd of people standing right behind him ,-52.89,54,19,heart was pounding far furiously than when book screamed seen in the mirror whole crowd people standing right behind
Book1,3277,but the room was empty ,6.39,7,3,room was empty
Book1,3278,breathing very fast he turned slowly back to the mirror ,-17.81,18,7,breathing very fast turned slowly back mirror
Book1,3279,there he was reflected in it white and scared looking and there reflected behind him were at least ten others ,-59.14,36,12,was reflected white scared looking there reflected behind at least ten others
Book1,3280,harry looked over his shoulder but still no one was there ,-52.04,15,5,harry looked shoulder still one
Book1,3281,or were they all invisible too ,-51.02,12,4,or all invisible too
Book1,3282,was he in fact in room full of invisible people and this mirrors trick was that it reflected them invisible or not ,-74.03,32,10,fact room full invisible people mirrors trick reflected them invisible
Book1,3283,he looked in the mirror again ,-106.41,11,3,looked mirror again
Book1,3284,a woman standing right behind his reflection was smiling at him and waving ,-40.19,28,10,woman standing right behind reflection was smiling at him waving
Book1,3285,he reached out hand and felt the air behind him ,-17.81,18,7,he reached hand and felt air behind
Book1,3286,if she was really there he touch her their reflections were so close together but he felt only air she and the others existed only in the mirror ,-73.51,35,11,was really touch reflections close together felt air others existed mirror
Book1,3287,she was very pretty woman ,-6.69,5,2,pretty woman
Book1,3288,she had dark red hair and her eyes her eyes are just like mine harry thought edging little closer to the glass ,-30.96,37,14,dark red hair eyes eyes like mine harry thought edging little closer the glass
Book1,3289,bright green exactly the same shape but then he noticed that she was crying smiling but crying at the same time ,-21.11,33,13,bright green exactly the shape but then noticed she crying smiling crying time
Book1,3290,the tall thin black haired man standing next to her put his arm around her ,-9.79,29,12,tall thin black haired man standing next to her put arm around
Book1,3291,he wore glasses and his hair was very untidy ,-24.85,16,6,wore glasses his hair very untidy
Book1,3292,it stuck up at the back just as harry did ,32.56,10,5,stuck up back harry did
Book1,3293,harry was so close to the mirror now that his nose was nearly touching that of his reflection ,-56.1,27,9,harry close mirror nose was nearly touching that reflection
Book1,3294, mom he whispered ,-21.81,8,3,mom he whispered
Book1,3295, dad they just looked at him smiling ,-29.87,11,4,dad they looked smiling
Book1,3296,and slowly harry looked into the faces of the other people in the mirror and saw other pairs of green eyes like his other noses like his even little old man who looked as though he had harry knobbly knees harry was looking at his family for the first time in his life ,-56.59,92,34,slowly harry looked faces people the mirror and saw pairs green eyes like other noses like even little old man looked as though harry knobbly knees harry was looking at family first time life
Book1,3297,the potters smiled and waved at harry and he stared hungrily back at them his hands pressed flat against the glass as though he was hoping to fall right through it and reach them ,-29.19,51,20,potters smiled waved at harry he stared hungrily back hands pressed flat against glass though was hoping fall right reach
Book1,3298,he had powerful kind of ache inside him half joy half terrible sadness ,-40.19,28,10,had powerful kind ache inside half joy half terrible sadness
Book1,3299,how long he stood there he didn know ,-1.28,12,5,long he stood there know
Book1,3300,the reflections did not fade and he looked and looked until distant noise brought him back to his senses ,-55.13,41,14,the reflections did not fade looked looked distant noise brought him back to senses
Book1,3301,he couldn stay here he had to find his way back to bed ,18.94,17,8,couldn stay he find way back to bed
Book1,3302,he tore his eyes away from his mother face whispered ll come back and hurried from the room ,-47.14,37,13,he tore his eyes away mother face whispered come back and hurried room
Book1,3303, you could have woken me up said ron crossly ,-24.85,16,6,could have woken said ron crossly
Book1,3304, you can come tonight m going back want to show you the mirror d like to see your mom and dad ron said eagerly ,-26.19,41,16,can come tonight going back want show mirror like to see mom dad ron said eagerly
Book1,3305, and want to see all your family all the weasleys you ll be able to show me your other brothers and everyone you can see them any old time said ron ,-41.73,49,18,want to see family weasleys ll be able show your other brothers everyone see old time said ron
Book1,3306, just come round my house this summer ,-72.17,13,4,come round house summer
Book1,3307,anyway maybe it only shows dead people ,-52.04,15,5,anyway maybe shows dead people
Book1,3308,shame about not finding flamel though ,-51.02,12,4,shame finding flamel though
Book1,3309,have some bacon or something why aren you eating anything harry couldn eat ,-67.15,19,6,bacon something eating anything harry eat
Book1,3310,he had seen his parents and would be seeing them again tonight ,-53.05,18,6,he seen parents would seeing tonight
Book1,3311,he had almost forgotten about flamel ,-93.32,14,4,almost forgotten about flamel
Book1,3312,it didn seem very important anymore ,-52.04,15,5,it seem very important anymore
Book1,3313,who cared what the three headed dog was guarding ,-68.96,16,5,cared three headed dog guarding
Book1,3314,what did it matter if snape stole it really ,-35.12,14,5,matter if snape stole really
Book1,3315, are you all right said ron ,6.39,7,3,right said ron
Book1,3316, you look odd what harry feared most was that he might not be able to find the mirror room again ,-16.84,30,12,look odd harry feared most he might able find the mirror room
Book1,3317,with ron covered in the cloak too they had to walk much more slowly the next night ,0.3,21,9,ron covered the cloak walk much slowly next night
Book1,3318,they tried retracing harry route from the library wandering around the dark passageways for nearly an hour ,-67.22,43,14,tried retracing harry route library wandering around the dark passageways for nearly an hour
Book1,3319, m freezing said ron ,-50.01,9,3,freezing said ron
Book1,3320, let forget it and go back ivo harry hissed ,-2.21,19,8,let forget and go back ivo harry hissed
Book1,3321, know it here somewhere they passed the ghost of tall witch gliding in the opposite direction but saw no one else ,-60.16,39,13,know it somewhere passed ghost tall witch gliding opposite direction saw one else
Book1,3322,just as ron started moaning that his feet were dead with cold harry spotted the suit of armor ,-30.94,32,12,ron started moaning that feet dead cold harry spotted the suit armor
Book1,3323, it here just here yes they pushed the door open ,-18.2,13,5,it yes pushed door open
Book1,3324,harry dropped the cloak from around his shoulders and ran to the mirror ,-44.51,23,8,harry dropped cloak around shoulders ran the mirror
Book1,3325,there they were ,-47.98,3,1,were
Book1,3326,his mother and father beamed at the sight of him ,-35.12,14,5,mother father beamed at sight
Book1,3327, see harry whispered ,-50.01,9,3,see harry whispered
Book1,3328, can see anything look ,-29.87,11,4,can see anything look
Book1,3329,look at them all there are loads of them ,-21.81,8,3,look all loads
Book1,3330, can only see you look in it properly go on stand where am harry stepped aside but with ron in front of the mirror he couldn see his family anymore just ron in his paisley pajamas ,-44.11,57,21,can see look in properly go on stand am harry stepped aside ron front mirror see family anymore ron paisley pajamas
Book1,3331,ron though was staring transfixed at his image ,-53.05,18,6,ron though was staring transfixed image
Book1,3332, look at me he said ,-48.99,6,2,look said
Book1,3333, can you see all your family standing around you no m alone but m different look older and m head boy what am m wearing the badge like bill used to and m holding the house cup and the quidditch cup m quidditch captain too ron tore his eyes away from this splendid sight to look excitedly at harry ,-75.7,112,39,can you see family standing around alone different look older and head boy wearing badge like bill used and m holding house cup the quidditch cup quidditch captain too ron tore his eyes away splendid sight look excitedly harry
Book1,3334, do you think this mirror shows the future how can it ,-29.87,11,4,think mirror shows future
Book1,3335,all my family are dead let me have another look you had it to yourself all last night give me bit more time you re only holding the quidditch cup what interesting about that ,-43.99,52,19,family dead let have another look it to last night give me bit time re holding quidditch cup interesting
Book1,3336,i want to see my parents don push me sudden noise outside in the corridor put an end to their discussion ,-61.17,42,14,want see parents don push sudden noise outside in corridor put end their discussion
Book1,3337,they hadn realized how loudly they had been talking ,-38.95,17,6,realized how loudly they had talking
Book1,3338, quick ron threw the cloak back over them as the luminous eyes of mrs norris came round the door ,-34.13,35,13,quick ron threw cloak back luminous eyes of mrs norris came round door
Book1,3339,ron and harry stood quite still both thinking the same thing did the cloak work on cats ,-14.81,25,10,ron harry stood quite still thinking thing cloak work cats
Book1,3340,after what seemed an age she turned and left ,-51.02,12,4,seemed age turned left
Book1,3341, this isn safe she might have gone for filch bet she heard us ,-6.35,24,10,this safe might have gone for filch bet heard us
Book1,3342,come on and ron pulled harry out of the room ,-10.75,15,6,come on ron pulled harry room
Book1,3343,the snow still hadn melted the next morning ,3.34,14,6,snow still hadn melted next morning
Book1,3344, want to play chess harry said ron ,17.45,13,6,want play chess harry said ron
Book1,3345, no why don we go down and visit hagrid no you go know what you re thinking about harry that mirror ,-9.1,22,9,don go visit hagrid go know thinking harry mirror
Book1,3346,don go back tonight why not dunno ve just got bad feeling about it and anyway you ve had too many close shaves already ,-26.19,41,16,go back tonight why dunno got bad feeling it anyway you had many close shaves already
Book1,3347,filch snape and mrs norris are wandering around ,-38.95,17,6,filch snape mrs norris wandering around
Book1,3348,so what if they can see you ,-47.98,3,1,see
Book1,3349,what if they walk into you ,-6.69,5,2,walk into
Book1,3350,what if you knock something over you sound like hermione m serious harry don go but harry only had one thought in his head which was to get back in front of the mirror and ron wasn going to stop him ,-46.22,60,22,what knock something over sound like hermione serious harry go harry only one thought head get back front mirror ron going stop
Book1,3351,that third night he found his way more quickly than before ,3.34,14,6,third night found his way quickly
Book1,3352,he was walking so fast he knew he was making more noise than was wise but he didn meet anyone ,-46.7,26,9,walking fast knew making noise was wise meet anyone
Book1,3353,and there were his mother and father smiling at him again and one of his grandfathers nodding happily ,-40.19,28,10,his mother father smiling one of his grandfathers nodding happily
Book1,3354,harry sank down to sit on the floor in front of the mirror ,6.36,16,7,harry sank sit floor front the mirror
Book1,3355,there was nothing to stop him from staying here all night with his family ,-10.75,15,6,nothing stop staying night his family
Book1,3356,nothing at all ,-47.98,3,1,nothing
Book1,3357,except so back again harry harry felt as though his insides had turned to ice ,-19.68,28,11,except so back harry harry felt though insides turned to ice
Book1,3358,he looked behind him ,-91.29,7,2,looked behind
Book1,3359,sitting on one of the desks by the wall was none other than albus dumbledore ,-44.51,23,8,sitting one the desks wall none albus dumbledore
Book1,3360,harry must have walked straight past him so desperate to get to the mirror he hadn noticed him ,-30.94,32,12,harry must walked straight past so desperate get mirror he hadn noticed
Book1,3361, i didn see you sir strange how nearsighted being invisible can make you said dumbledore and harry was relieved to see that he was smiling ,-92.7,44,13,i see sir strange nearsighted invisible make said dumbledore harry relieved see smiling
Book1,3362, so said dumbledore slipping off the desk to sit on the floor with harry you like hundreds before you have discovered the delights of the mirror of erised didn know it was called that sir but expect you ve realized by now what it does it well it shows me my family and it showed your friend ron himself as head boy how did you know don need cloak to become invisible said dumbledore gently ,-83.31,113,38,said dumbledore slipping desk sit floor harry like hundreds discovered delights mirror erised know called sir expect you realized does well shows family and showed friend ron head boy know don need cloak become invisible said dumbledore gently
Book1,3363, now can you think what the mirror of erised shows us all harry shook his head ,-11.98,27,11,now think mirror erised shows us all harry shook his head
Book1,3364, let me explain ,-48.99,6,2,let explain
Book1,3365,the happiest man on earth would be able to use the mirror of erised like normal mirror that is he would look into it and see himself exactly as he is ,-55.83,52,18,happiest man earth would be able use mirror erised like normal mirror that would look see exactly as
Book1,3366,does that help harry thought ,-8.72,10,4,does help harry thought
Book1,3367,then he said slowly it shows us what we want whatever we want yes and no said dumbledore quietly ,-28.35,39,15,he said slowly shows us we want whatever want yes and no said dumbledore quietly
Book1,3368, it shows us nothing more or less than the deepest most desperate desire of our hearts ,-56.1,27,9,shows us nothing less deepest most desperate desire hearts
Book1,3369,you who have never known your family see them standing around you ,-41.98,20,7,never known family see them standing around
Book1,3370,ronald weasley who has always been overshadowed by his brothers sees himself standing alone the best of all of them ,-59.14,36,12,ronald weasley who always overshadowed by brothers sees standing alone best them
Book1,3371,however this mirror will give us neither knowledge or truth ,-55.08,24,8,however mirror will give us neither knowledge truth
Book1,3372,men have wasted away before it entranced by what they have seen or been driven mad not knowing if what it shows is real or even possible ,-39.34,46,17,men wasted away before entranced by what seen or driven mad knowing what shows real even possible
Book1,3373, the mirror will be moved to new home tomorrow harry and ask you not to go looking for it again ,-35.06,30,11,mirror be moved new home tomorrow harry ask you go looking
Book1,3374,if you ever do run across it you will now be prepared ,-17.81,18,7,ever run across it will be prepared
Book1,3375,it does not do to dwell on dreams and forget to live remember that ,-33.93,22,8,does to dwell on dreams forget live remember
Book1,3376,now why don you put that admirable cloak back on and get off to bed harry stood up ,-6.35,24,10,now why put admirable cloak back get bed harry stood
Book1,3377, sir professor dumbledore ,-106.41,11,3,sir professor dumbledore
Book1,3378,can ask you something obviously you ve just done so dumbledore smiled ,-102.41,25,7,ask you something obviously done dumbledore smiled
Book1,3379, you may ask me one more thing however what do you see when you look in the mirror ,-19.68,28,11,may ask me one thing however see when look in mirror
Book1,3380,i see myself holding pair of thick woolen socks harry stared ,-27.9,24,9,see holding pair of thick woolen socks harry stared
Book1,3381, one can never have enough socks said dumbledore ,-81.25,20,6,one never enough socks said dumbledore
Book1,3382, another christmas has come and gone and didn get single pair ,-44.51,23,8,another christmas come gone and get single pair
Book1,3383,people will insist on giving me books it was only when he was back in bed that it struck harry that dumbledore might not have been quite truthful ,-36.77,43,16,people insist on giving books only when back in bed struck harry dumbledore might quite truthful
Book1,3384,but then he thought as he shoved scabbers off his pillow it had been quite personal question ,-74.03,32,10,but thought shoved scabbers his pillow been quite personal question
Book1,3385,nicholas flambl dumbledore had convinced harry not to go looking for the mirror of erised again and for the rest of the christmas holidays the invisibility cloak stayed folded at the bottom of his trunk ,-76.34,65,21,nicholas flambl dumbledore convinced harry go looking mirror erised and for rest christmas holidays invisibility cloak stayed folded the bottom trunk
Book1,3386,harry wished he could forget what he seen in the mirror as easily but he couldn ,-46.7,26,9,harry wished could forget seen mirror easily but couldn
Book1,3387,he started having nightmares ,-91.29,7,2,started nightmares
Book1,3388,over and over again he dreamed about his parents disappearing in flash of green light while high voice cackled with laughter ,-84.75,49,15,over again dreamed about parents disappearing in flash green light while high voice cackled laughter
Book1,3389, you see dumbledore was right that mirror could drive you mad said ron when harry told him about these dreams ,-34.13,35,13,see dumbledore right mirror could drive mad said ron when harry told dreams
Book1,3390,hermione who came back the day before term started took different view of things ,-42.75,31,11,hermione came back day term started took different view of things
Book1,3391,she was torn between horror at the idea of harry being out of bed roaming the school three nights in row if filch had caught you and disappointment that he hadn at least found out who nicolas flamel was ,-50.58,71,26,torn between horror at idea of harry of bed roaming the school three nights row if filch caught and disappointment that he least found nicolas flamel
Book1,3392,they had almost given up hope of ever finding flamel in library book even though harry was still sure he read the name somewhere ,-59.24,50,17,almost given hope ever finding flamel in library book even though harry still sure read name somewhere
Book1,3393,once term had started they were back to skimming through books for ten minutes during their breaks ,-27.9,24,9,term started back skimming books for ten minutes breaks
Book1,3394,harry had even less time than the other two because quidditch practice had started again ,-37.3,25,9,harry even less time two quidditch practice had started
Book1,3395,wood was working the team harder than ever ,-52.04,15,5,wood working team harder ever
Book1,3396,even the endless rain that had replaced the snow couldn dampen his spirits ,-54.07,21,7,even endless rain replaced snow dampen spirits
Book1,3397,the weasleys complained that wood was becoming fanatic but harry was on wood side ,-74.03,32,10,weasleys complained wood becoming fanatic but harry on wood side
Book1,3398,if they won their next match against hufflepuff they would overtake slytherin in the house championship for the first time in seven years ,-73.18,41,13,next match hufflepuff they would overtake slytherin house championship first time seven years
Book1,3399,quite apart from wanting to win harry found that he had fewer nightmares when he was tired out after training ,-53.65,38,13,quite apart wanting win harry found fewer nightmares when he tired after training
Book1,3400,then during one particularly wet and muddy practice session wood gave the team bit of bad news ,-42.05,44,16,then during one particularly wet and muddy practice session wood gave team bit of bad news
Book1,3401,he just gotten very angry with the weasleys who kept dive bombing each other and pretending to fall off their brooms ,-34.13,35,13,just gotten angry the weasleys kept dive bombing pretending to fall their brooms
Book1,3402, will you stop messing around he yelled ,-52.04,15,5,you stop messing around yelled
Book1,3403, that exactly the sort of thing that ll lose us the match ,3.34,14,6,exactly sort thing lose us match
Book1,3404,snape refereeing this time and he ll be looking for any excuse to knock points off gryffindor george weasley really did fall off his broom at these words ,-74.17,53,17,snape refereeing time looking excuse knock points off gryffindor george weasley really did fall broom these words
Book1,3405, snape refereeing he spluttered through mouthful of mud ,-95.35,21,6,snape refereeing spluttered mouthful of mud
Book1,3406, when he ever refereed quidditch match ,-68.96,16,5,he ever refereed quidditch match
Book1,3407,he not going to be fair if we might overtake slytherin the rest of the team landed next to george to complain too ,-44.31,47,17,not going to fair if might overtake slytherin the rest of team landed next george complain too
Book1,3408, it not my fault said wood ,-50.01,9,3,fault said wood
Book1,3409, we ve just got to make sure we play clean game so snape hasn got an excuse to pick on us which was all very well thought harry but he had another reason for not wanting snape near him while he was playing quidditch ,-49.3,73,27,we just got make sure play clean game snape got an excuse pick us was well thought harry another reason wanting snape near while he playing quidditch
Book1,3410, ,121.22,1,1,
Book1,3411,the rest of the team hung back to talk to one another as usual at the end of practice but harry headed straight back to the gryffindor common room where he found ron and hermione playing chess ,-53.7,67,24,rest team hung back talk one another as usual at end practice harry headed straight back gryffindor common room found ron hermione playing chess
Book1,3412,chess was the only thing hermione ever lost at something harry and ron thought was very good for her ,-30.94,32,12,chess the thing hermione ever lost something harry ron thought good for
Book1,3413, don talk to me for moment said ron when harry sat down next to him need to concern he caught sight of harry face ,-9.48,40,17,talk me moment said ron harry sat down next to need to concern caught sight harry face
Book1,3414, what the matter with you ,6.39,7,3,what the matter
Book1,3415,you look terrible speaking quietly so that no one else would hear harry told the other two about snape sudden sinister desire to be quidditch referee ,-84.06,61,19,you look terrible speaking quietly one else would hear harry told two snape sudden sinister desire to quidditch referee
Book1,3416, don play said hermione at once ,-51.02,12,4,play said hermione at
Book1,3417, say you re ill said ron ,12.43,9,4,say ill said ron
Book1,3418, pretend to break your leg hermione suggested ,-67.15,19,6,pretend to break leg hermione suggested
Book1,3419, really break your leg said ron ,-18.2,13,5,really break leg said ron
Book1,3420, can said harry ,-6.69,5,2,said harry
Book1,3421, there isn a reserve seeker ,-78.21,10,3,isn reserve seeker
Book1,3422,if back out gryffindor can play at all at that moment neville toppled into the common room ,-40.19,28,10,back gryffindor can play moment neville toppled into common room
Book1,3423,how he had managed to climb through the portrait hole was anyone guess because his legs had been stuck together with what they recognized at once as the leg locker curse ,-61.8,56,19,he managed climb portrait hole anyone guess because his legs stuck together what they recognized the leg locker curse
